ObjectId,Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category
7161,2025,Utilities,Storm Drainage Fund,"Charges, Fees, and Services",40225231,Revenues,Enterprise Funds
7162,2025,Utilities,Storm Drainage Fund,City Property,39551,Expenses,Enterprise Funds
7163,2025,Utilities,Storm Drainage Fund,Employee Services,20117149,Expenses,Enterprise Funds
7164,2025,Utilities,Storm Drainage Fund,"Fines, Forfeitures, and  Penalties",400000,Revenues,Enterprise Funds
7165,2025,Utilities,Storm Drainage Fund,"Interest, Rents, and Concessions",0,Revenues,Enterprise Funds
7166,2025,Utilities,Storm Drainage Fund,Intergovernmental,0,Revenues,Enterprise Funds
7167,2025,Utilities,Storm Drainage Fund,Labor and Supply Offset,5146017,Expenses,Enterprise Funds
7168,2025,Utilities,Storm Drainage Fund,Licenses and Permits,85000,Revenues,Enterprise Funds
7169,2025,Utilities,Storm Drainage Fund,Multi-Year Operating Projects,2303188,Expenses,Enterprise Funds
7170,2025,Utilities,Storm Drainage Fund,Operating Transfers,4400000,Expenses,Enterprise Funds
7171,2025,Utilities,Storm Drainage Fund,Other Services and Supplies,9567606,Expenses,Enterprise Funds
7172,2025,Utilities,Storm Drainage Fund,Transfers,-328000,Expenses,Enterprise Funds
7173,2025,Utilities,Storm Drainage Property Fee,"Charges, Fees, and Services",20000000,Revenues,Enterprise Funds
7174,2025,Utilities,Storm Drainage Property Fee,"Fines, Forfeitures, and  Penalties",150000,Revenues,Enterprise Funds
7175,2025,Utilities,Storm Drainage Property Fee,Labor and Supply Offset,896909,Expenses,Enterprise Funds
7176,2025,Utilities,Storm Drainage Property Fee,Multi-Year Operating Projects,2250000,Expenses,Enterprise Funds
7177,2025,Utilities,Storm Drainage Property Fee,Operating Transfers,2177700,Expenses,Enterprise Funds
7178,2025,Utilities,Storm Drainage Property Fee,Other Services and Supplies,202500,Expenses,Enterprise Funds
7179,2025,Utilities,Township 9 CFD No. 2012-06,Labor and Supply Offset,9000,Expenses,Other Governmental Funds
7180,2025,Utilities,Wastewater Fund,"Charges, Fees, and Services",42954000,Revenues,Enterprise Funds
7181,2025,Utilities,Wastewater Fund,City Property,1000,Expenses,Enterprise Funds
7182,2025,Utilities,Wastewater Fund,Employee Services,14388060,Expenses,Enterprise Funds
7183,2025,Utilities,Wastewater Fund,"Fines, Forfeitures, and  Penalties",820000,Revenues,Enterprise Funds
7184,2025,Utilities,Wastewater Fund,Intergovernmental,1350000,Revenues,Enterprise Funds
7185,2025,Utilities,Wastewater Fund,Labor and Supply Offset,6884699,Expenses,Enterprise Funds
7186,2025,Utilities,Wastewater Fund,Multi-Year Operating Projects,2858588,Expenses,Enterprise Funds
7187,2025,Utilities,Wastewater Fund,Operating Transfers,4669400,Expenses,Enterprise Funds
7188,2025,Utilities,Wastewater Fund,Other Services and Supplies,6839148,Expenses,Enterprise Funds
7189,2025,Utilities,Wastewater Fund,Transfers,695000,Expenses,Enterprise Funds
7190,2025,Utilities,Water Fund,"Charges, Fees, and Services",133715584,Revenues,Enterprise Funds
7191,2025,Utilities,Water Fund,City Property,2168402,Expenses,Enterprise Funds
7192,2025,Utilities,Water Fund,Employee Services,54802098,Expenses,Enterprise Funds
7193,2025,Utilities,Water Fund,"Fines, Forfeitures, and  Penalties",1200000,Revenues,Enterprise Funds
7194,2025,Utilities,Water Fund,Intergovernmental,1660000,Revenues,Enterprise Funds
7195,2025,Utilities,Water Fund,Labor and Supply Offset,-11815948,Expenses,Enterprise Funds
7196,2025,Utilities,Water Fund,Licenses and Permits,55000,Revenues,Enterprise Funds
7197,2025,Utilities,Water Fund,Multi-Year Operating Projects,3631532,Expenses,Enterprise Funds
7198,2025,Utilities,Water Fund,Operating Transfers,15079159,Expenses,Enterprise Funds
7199,2025,Utilities,Water Fund,Other Services and Supplies,31360468,Expenses,Enterprise Funds
7200,2025,Utilities,Water Fund,Transfers,-286000,Expenses,Enterprise Funds
7201,2025,Utilities,Willowcreek Assmnt Md,Labor and Supply Offset,20774,Expenses,Other Governmental Funds
7202,2025,"Youth, Parks, and Community Enrichment",4th R Program,"Charges, Fees, and Services",5374178,Revenues,Other Governmental Funds
7203,2025,"Youth, Parks, and Community Enrichment",4th R Program,City Property,142467,Expenses,Other Governmental Funds
7204,2025,"Youth, Parks, and Community Enrichment",4th R Program,Employee Services,1943083,Expenses,Other Governmental Funds
7205,2025,"Youth, Parks, and Community Enrichment",4th R Program,Intergovernmental,20200,Revenues,Other Governmental Funds
7206,2025,"Youth, Parks, and Community Enrichment",4th R Program,Labor and Supply Offset,100,Expenses,Other Governmental Funds
7207,2025,"Youth, Parks, and Community Enrichment",4th R Program,Miscellaneous Revenue,12000,Revenues,Other Governmental Funds
7208,2025,"Youth, Parks, and Community Enrichment",4th R Program,Other Services and Supplies,3283292,Expenses,Other Governmental Funds
7209,2025,"Youth, Parks, and Community Enrichment",General Fund,"Charges, Fees, and Services",5688250,Revenues,Fund Total
7210,2025,"Youth, Parks, and Community Enrichment",General Fund,City Property,3000,Expenses,Fund Total
7211,2025,"Youth, Parks, and Community Enrichment",General Fund,Employee Services,2138622,Expenses,Fund Total
7212,2025,"Youth, Parks, and Community Enrichment",General Fund,Intergovernmental,198014,Revenues,Fund Total
7213,2025,"Youth, Parks, and Community Enrichment",General Fund,Labor and Supply Offset,3413014,Expenses,Fund Total
7214,2025,"Youth, Parks, and Community Enrichment",General Fund,Licenses and Permits,490261,Revenues,Fund Total
7215,2025,"Youth, Parks, and Community Enrichment",General Fund,Multi-Year Operating Projects,88936,Expenses,Fund Total
7216,2025,"Youth, Parks, and Community Enrichment",General Fund,Operating Transfers,0,Expenses,Fund Total
7217,2025,"Youth, Parks, and Community Enrichment",General Fund,Other Services and Supplies,100689,Expenses,Fund Total
7218,2025,"Youth, Parks, and Community Enrichment",Golf Fund,"Charges, Fees, and Services",750000,Revenues,Other Governmental Funds
7219,2025,"Youth, Parks, and Community Enrichment",Golf Fund,Labor and Supply Offset,98844,Expenses,Other Governmental Funds
7220,2025,"Youth, Parks, and Community Enrichment",Golf Fund,Miscellaneous Revenue,65900,Revenues,Other Governmental Funds
7221,2025,"Youth, Parks, and Community Enrichment",Golf Fund,Operating Transfers,-250000,Expenses,Other Governmental Funds
7222,2025,"Youth, Parks, and Community Enrichment",Golf Fund,Other Services and Supplies,72788,Expenses,Other Governmental Funds
7223,2025,"Youth, Parks, and Community Enrichment",Laguna Creek Maint Dist,Labor and Supply Offset,129707,Expenses,Other Governmental Funds
7224,2025,"Youth, Parks, and Community Enrichment",Land Park,"Charges, Fees, and Services",22900,Revenues,Other Governmental Funds
7225,2025,"Youth, Parks, and Community Enrichment",Land Park,Transfers,89000,Expenses,Other Governmental Funds
7226,2025,"Youth, Parks, and Community Enrichment",Landscaping and Lighting,Labor and Supply Offset,4440000,Expenses,Other Governmental Funds
7227,2025,"Youth, Parks, and Community Enrichment",Measure U Fund,City Property,81023,Expenses,Fund Total
7228,2025,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,41501126,Expenses,Fund Total
7229,2025,"Youth, Parks, and Community Enrichment",Measure U Fund,Labor and Supply Offset,-15562138,Expenses,Fund Total
7230,2025,"Youth, Parks, and Community Enrichment",Measure U Fund,Multi-Year Operating Projects,1784600,Expenses,Fund Total
7231,2025,"Youth, Parks, and Community Enrichment",Measure U Fund,Operating Transfers,250000,Expenses,Fund Total
7232,2025,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,17590851,Expenses,Fund Total
7233,2025,"Youth, Parks, and Community Enrichment",Measure U Fund,Transfers,-89000,Expenses,Fund Total
7234,2025,"Youth, Parks, and Community Enrichment",N Natomas Lands CFD 3,Labor and Supply Offset,1890000,Expenses,Other Governmental Funds
7235,2025,"Youth, Parks, and Community Enrichment",Neighborhood Park Maint CFD,Labor and Supply Offset,2232000,Expenses,Other Governmental Funds
7236,2025,"Youth, Parks, and Community Enrichment",Neighborhood Water Quality Dist,Labor and Supply Offset,31101,Expenses,Other Governmental Funds
7237,2025,"Youth, Parks, and Community Enrichment",NW Land Park CFD 2013-02,Labor and Supply Offset,247022,Expenses,Other Governmental Funds
7238,2025,"Youth, Parks, and Community Enrichment",Park Development Fund,City Property,50000,Expenses,Other Governmental Funds
7239,2025,"Youth, Parks, and Community Enrichment",Park Development Fund,Intergovernmental,596668,Revenues,Other Governmental Funds
7240,2025,"Youth, Parks, and Community Enrichment",Park Development Fund,Labor and Supply Offset,773641,Expenses,Other Governmental Funds
7241,2025,"Youth, Parks, and Community Enrichment",Park Development Fund,Licenses and Permits,229469,Revenues,Other Governmental Funds
7242,2025,"Youth, Parks, and Community Enrichment",Park Development Fund,Operating Transfers,0,Expenses,Other Governmental Funds
7243,2025,"Youth, Parks, and Community Enrichment",Parkebridge CFD 2014-07,Labor and Supply Offset,57000,Expenses,Other Governmental Funds
7244,2025,"Youth, Parks, and Community Enrichment",Quimby Act Fund,Other Services and Supplies,10000,Expenses,Other Governmental Funds
7245,2025,"Youth, Parks, and Community Enrichment",Railyards Maint CFD No 2014-04,Labor and Supply Offset,7500,Expenses,Other Governmental Funds
7246,2025,"Youth, Parks, and Community Enrichment",Sac Services CFD 2018-05,Labor and Supply Offset,150000,Expenses,Other Governmental Funds
7247,2025,"Youth, Parks, and Community Enrichment",SacMaintCFD2014-04 Annex Areas,Labor and Supply Offset,1200,Expenses,Other Governmental Funds
7248,2025,"Youth, Parks, and Community Enrichment",START Fund,Employee Services,193114,Expenses,Other Governmental Funds
7249,2025,"Youth, Parks, and Community Enrichment",START Fund,Intergovernmental,657759,Revenues,Other Governmental Funds
7250,2025,"Youth, Parks, and Community Enrichment",START Fund,Labor and Supply Offset,25,Expenses,Other Governmental Funds
7251,2025,"Youth, Parks, and Community Enrichment",START Fund,Other Services and Supplies,193063,Expenses,Other Governmental Funds
7252,2025,"Youth, Parks, and Community Enrichment",Township 9 CFD No. 2012-06,Labor and Supply Offset,2000,Expenses,Other Governmental Funds
