ObjectId,Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category
5950,2023,"Youth, Parks, and Community Enrichment",Measure U Fund,Multi-Year Operating Projects,987843,E,Fund Total
5951,2023,"Youth, Parks, and Community Enrichment",Measure U Fund,Operating Transfers,250000,E,Fund Total
5952,2023,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,16482690,E,Fund Total
5953,2023,"Youth, Parks, and Community Enrichment",N Natomas Lands CFD 3,Labor and Supply Offset,1745000,E,Other Governmental Funds
5954,2023,"Youth, Parks, and Community Enrichment",Neighborhood Park Maint CFD,Labor and Supply Offset,1882000,E,Other Governmental Funds
5955,2023,"Youth, Parks, and Community Enrichment",Neighborhood Water Quality Dist,Labor and Supply Offset,30000,E,Other Governmental Funds
5956,2023,"Youth, Parks, and Community Enrichment",NW Land Park CFD 2013-02,Labor and Supply Offset,164800,E,Other Governmental Funds
5957,2023,"Youth, Parks, and Community Enrichment",Park Development Fund,City Property,50000,E,Other Governmental Funds
5958,2023,"Youth, Parks, and Community Enrichment",Park Development Fund,Intergovernmental,536668,R,Other Governmental Funds
5959,2023,"Youth, Parks, and Community Enrichment",Park Development Fund,Labor and Supply Offset,411623,E,Other Governmental Funds
5960,2023,"Youth, Parks, and Community Enrichment",Park Development Fund,Licenses and Permits,229469,R,Other Governmental Funds
5961,2023,"Youth, Parks, and Community Enrichment",Park Development Fund,Operating Transfers,-19763,E,Other Governmental Funds
5962,2023,"Youth, Parks, and Community Enrichment",Parkebridge CFD 2014-07,Labor and Supply Offset,57000,E,Other Governmental Funds
5963,2023,"Youth, Parks, and Community Enrichment",Quimby Act Fund,Other Services and Supplies,10000,E,Other Governmental Funds
5964,2023,"Youth, Parks, and Community Enrichment",Railyards Maint CFD No 2014-04,Labor and Supply Offset,7500,E,Other Governmental Funds
5965,2023,"Youth, Parks, and Community Enrichment",Sac Services CFD 2018-05,Labor and Supply Offset,40000,E,Other Governmental Funds
5966,2023,"Youth, Parks, and Community Enrichment",SacMaintCFD2014-04 Annex Areas,Labor and Supply Offset,1200,E,Other Governmental Funds
5967,2023,"Youth, Parks, and Community Enrichment",START Fund,Employee Services,548286,E,Other Governmental Funds
5968,2023,"Youth, Parks, and Community Enrichment",START Fund,Intergovernmental,657759,R,Other Governmental Funds
5969,2023,"Youth, Parks, and Community Enrichment",START Fund,Labor and Supply Offset,25,E,Other Governmental Funds
5970,2023,"Youth, Parks, and Community Enrichment",START Fund,Other Services and Supplies,580895,E,Other Governmental Funds
5971,2023,"Youth, Parks, and Community Enrichment",Township 9 CFD No. 2012-06,Labor and Supply Offset,2000,E,Other Governmental Funds
